part_id,feature_id,feature_type,face,datum,x,y,diameter_or_width,depth,through,hardware_dependency,status,recipe,notes
BB-TOP-001-R1,CF-0159,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[35],"Global removed-volume bounds 560.000,678.000,1302.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-R-R1,CF-0160,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[36],"Global removed-volume bounds 671.000,690.000,1290.100,1302.100,596.900,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-SIDE-001R-R1,CF-0161,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[37],"Global removed-volume bounds 672.000,690.000,1302.100,1308.100,596.900,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-B-R1,CF-0162,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[38],"Global removed-volume bounds 40.000,560.000,1290.100,1302.100,596.900,615.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-FLOOR-001-R1,CF-0163,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[39],"Global removed-volume bounds 40.000,560.000,1302.100,1308.100,596.900,614.900; no hardware coordinates; zero-clearance review, tool relief pending"
BB-REAR-FRAME-T-R1,CF-0164,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[40],"Global removed-volume bounds 40.000,560.000,1290.100,1302.100,1301.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
BB-TOP-001-R1,CF-0165,RABBET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[41],"Global removed-volume bounds 40.000,560.000,1302.100,1308.100,1302.800,1320.800; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER1-R1,CF-0166,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[42],"Global removed-volume bounds 40.000,52.000,134.518,196.720,334.556,362.610; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILLEFT-R1,CF-0167,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[43],"Global removed-volume bounds 52.000,58.000,134.518,196.720,334.556,362.610; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER2-R1,CF-0168,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[44],"Global removed-volume bounds 40.000,52.000,518.703,580.905,401.653,429.707; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILLEFT-R1,CF-0169,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[45],"Global removed-volume bounds 52.000,58.000,518.703,580.905,401.653,429.707; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER3-R1,CF-0170,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[46],"Global removed-volume bounds 40.000,52.000,907.813,970.016,469.610,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILLEFT-R1,CF-0171,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[47],"Global removed-volume bounds 52.000,58.000,907.813,970.016,469.610,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLEPIVOTDOUBLERLEFT-R1,CF-0172,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[48],"Global removed-volume bounds 40.000,52.000,912.739,1028.216,419.246,506.267; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILLEFT-R1,CF-0173,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[49],"Global removed-volume bounds 52.000,58.000,915.836,1028.216,419.246,506.267; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER1-R1,CF-0174,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[50],"Global removed-volume bounds 548.000,560.000,134.518,196.720,334.556,362.610; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILRIGHT-R1,CF-0175,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[51],"Global removed-volume bounds 542.000,548.000,134.518,196.720,334.556,362.610; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER2-R1,CF-0176,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[52],"Global removed-volume bounds 548.000,560.000,518.703,580.905,401.653,429.707; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILRIGHT-R1,CF-0177,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[53],"Global removed-volume bounds 542.000,548.000,518.703,580.905,401.653,429.707; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLECROSSMEMBER3-R1,CF-0178,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[54],"Global removed-volume bounds 548.000,560.000,907.813,970.016,469.610,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILRIGHT-R1,CF-0179,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[55],"Global removed-volume bounds 542.000,548.000,907.813,970.016,469.610,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLEPIVOTDOUBLERRIGHT-R1,CF-0180,PROFILE,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[56],"Global removed-volume bounds 548.000,560.000,912.739,1028.216,419.246,506.267; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLESIDERAILRIGHT-R1,CF-0181,DADO,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[57],"Global removed-volume bounds 542.000,548.000,915.836,1028.216,419.246,506.267; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLEPIVOTDOUBLERLEFT-R1,CF-0182,POCKET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[58],"Global removed-volume bounds 52.000,76.000,912.739,970.016,470.471,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
WOOD-CRADLEPIVOTDOUBLERRIGHT-R1,CF-0183,POCKET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,,,,t/3 capture or mating profile trim; see exact solid,false,,DEFINED_PARAMETRIC,geometry.json:operations[59],"Global removed-volume bounds 524.000,548.000,912.739,970.016,470.471,497.665; no hardware coordinates; zero-clearance review, tool relief pending"
PC-SUPPORT-LEFT-R2,CF-0184,POCKET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,crossmember_y - rail_y - clearance/2,0,t+clearance,crossmember_height,true,,DEFINED_PARAMETRIC,build_rear_utility_v26 rail saddle,Keep rail outline and bottom bearing; saddle spans crossmember at Y1040. Slide/clamp holes blocked; 13.8 mm gap retained.
PC-SUPPORT-RIGHT-R2,CF-0185,POCKET,see part orientation,part-local lower-left on indicated machining face; CAD global axes retained in recipe,crossmember_y - rail_y - clearance/2,0,t+clearance,crossmember_height,true,,DEFINED_PARAMETRIC,build_rear_utility_v26 rail saddle,Keep rail outline and bottom bearing; saddle spans crossmember at Y1040. Slide/clamp holes blocked; 13.8 mm gap retained.
CAB-REAR-001-R3,CF-0186,PROFILE,"rear XZ, origin global X12 Z0",part-local lower-left on indicated machining face; CAD global axes retained in recipe,118,110,340 x 240,t,true,,DEFINED_PARAMETRIC,CPU,Existing generic aperture; hardware patterns separately blocked; local X follows measured capture offset at release
CAB-REAR-001-R3,CF-0187,CABLE_PASS,"rear XZ, origin global X12 Z0",part-local lower-left on indicated machining face; CAD global axes retained in recipe,48,405,70 x 50,t,true,,DEFINED_PARAMETRIC,MAINS,Existing generic aperture; hardware patterns separately blocked; local X follows measured capture offset at release
CAB-REAR-001-R3,CF-0188,CABLE_PASS,"rear XZ, origin global X12 Z0",part-local lower-left on indicated machining face; CAD global axes retained in recipe,506,413,24 x 24,t,true,,DEFINED_PARAMETRIC,ETHERNET,Existing generic aperture; hardware patterns separately blocked; local X follows measured capture offset at release
CAB-BOTTOM-001-R1,CF-0189,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,324.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0190,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,354.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0191,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,384.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0192,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,414.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0193,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,444.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_5,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0194,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,474.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_6,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0195,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,504.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_7,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0196,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,534.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_8,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0197,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,210.0,564.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake1_9,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0198,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,324.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0199,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,354.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0200,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,384.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0201,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,414.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0202,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,444.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_5,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0203,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,474.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_6,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0204,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,504.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_7,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0205,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,534.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_8,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0206,VENT,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,310.0,564.0,"(80, 12)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Intake2_9,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0207,THROUGH_HOLE,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,200,315,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:FilterMount1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0208,THROUGH_HOLE,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,400,315,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:FilterMount2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0209,THROUGH_HOLE,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,200,585,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:FilterMount3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-BOTTOM-001-R1,CF-0210,THROUGH_HOLE,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,400,585,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:FilterMount4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-010-R1,CF-0211,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,65,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount1_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-010-R1,CF-0212,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,160,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount1_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-010-R1,CF-0213,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,440,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount1_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-010-R1,CF-0214,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,535,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount1_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-011-R1,CF-0215,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,65,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount2_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-011-R1,CF-0216,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,160,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount2_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-011-R1,CF-0217,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,440,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount2_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-XMEM-011-R1,CF-0218,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,535,85,6.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:CarrierMount2_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-REAR-SHELF-001-R1,CF-0219,CABLE_PASS,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,170.0,1168.0,"(100, 40)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:RearShelfV14Passage1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
CAB-REAR-SHELF-001-R1,CF-0220,CABLE_PASS,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,330.0,1168.0,"(100, 40)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:RearShelfV14Passage2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-FLOOR-001-R1,CF-0221,CABLE_PASS,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,170.0,1168.0,"(100, 40)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:BackboxFloorV14Passage1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-FLOOR-001-R1,CF-0222,CABLE_PASS,XY,part-local lower-left on indicated machining face; CAD global axes retained in recipe,330.0,1168.0,"(100, 40)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:BackboxFloorV14Passage2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0223,VENT,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,105.0,1185.8,"(100, 80)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Exhaust1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0224,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,95,1180.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount1_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0225,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,215,1180.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount1_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0226,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,95,1270.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount1_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0227,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,215,1270.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount1_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0228,VENT,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,395.0,1185.8,"(100, 80)",t,true,,DEFINED_PARAMETRIC,owner_features_v27:Exhaust2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0229,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,385,1180.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount2_1,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0230,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,505,1180.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount2_2,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0231,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,385,1270.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount2_3,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
BB-REAR-FRAME-T-R1,CF-0232,THROUGH_HOLE,XZ,part-local lower-left on indicated machining face; CAD global axes retained in recipe,505,1270.8,4.5,t,true,,DEFINED_PARAMETRIC,owner_features_v27:ExhaustMount2_4,Project-designed generic interface; global coordinate datums; geometry-critical electronics patterns on removable adapters only
